Technique_ID,Technique_Name,Sector,Count_Unique_Sources,Sample_Sources
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Technology/IT,1,FIN8(intrusion-set)
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Telecom,3,Salt Typhoon(intrusion-set); OilRig(intrusion-set); Thrip(intrusion-set)
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Transportation/Logistics,2,Lazarus Group(intrusion-set); PoetRAT(malware)
T1049,System Network Connections Discovery,Education,6,APT41(intrusion-set); menuPass(intrusion-set); Turla(intrusion-set); INC Ransom(intrusion-set); Earth Lusca(intrusion-set)
T1049,System Network Connections Discovery,Energy/Utilities,13,Operation Wocao(campaign); menuPass(intrusion-set); MuddyWater(intrusion-set); Sandworm Team(intrusion-set); OilRig(intrusion-set)
T1049,System Network Connections Discovery,Finance,17,Operation Wocao(campaign); APT38(intrusion-set); GALLIUM(intrusion-set); admin@338(intrusion-set); APT41(intrusion-set)
T1049,System Network Connections Discovery,Government/Public,31,FunnyDream(campaign); Operation Wocao(campaign); GALLIUM(intrusion-set); APT3(intrusion-set); menuPass(intrusion-set)
T1049,System Network Connections Discovery,Healthcare,6,APT41(intrusion-set); menuPass(intrusion-set); Tropic Trooper(intrusion-set); Turla(intrusion-set); INC Ransom(intrusion-set)
T1049,System Network Connections Discovery,Manufacturing/Industrial,9,Operation CuckooBees(campaign); menuPass(intrusion-set); OilRig(intrusion-set); INC Ransom(intrusion-set); Threat Group-3390(intrusion-set)
T1049,System Network Connections Discovery,Retail/Consumer,18,FunnyDream(campaign); Operation Wocao(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); Poseidon Group(intrusion-set)
T1049,System Network Connections Discovery,Technology/IT,8,Operation CuckooBees(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); Threat Group-3390(intrusion-set)
T1049,System Network Connections Discovery,Telecom,11,GALLIUM(intrusion-set); APT41(intrusion-set); MuddyWater(intrusion-set); OilRig(intrusion-set); BackdoorDiplomacy(intrusion-set)
T1049,System Network Connections Discovery,Transportation/Logistics,15,Operation Wocao(campaign); APT38(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); Andariel(intrusion-set)
T1052.001,Exfiltration over USB,Government/Public,3,Mustang Panda(intrusion-set); Tropic Trooper(intrusion-set); Agent.btz(malware)
T1052.001,Exfiltration over USB,Healthcare,1,Tropic Trooper(intrusion-set)
T1052.001,Exfiltration over USB,Retail/Consumer,1,Remsec(malware)
T1052.001,Exfiltration over USB,Transportation/Logistics,2,Tropic Trooper(intrusion-set); Agent.btz(malware)
T1053,Scheduled Task/Job,Education,1,Earth Lusca(intrusion-set)
T1053,Scheduled Task/Job,Finance,1,Earth Lusca(intrusion-set)
T1053,Scheduled Task/Job,Government/Public,1,Earth Lusca(intrusion-set)
T1053,Scheduled Task/Job,Retail/Consumer,1,Remsec(malware)
T1053,Scheduled Task/Job,Telecom,1,Earth Lusca(intrusion-set)
T1053,Scheduled Task/Job,Transportation/Logistics,1,Lokibot(malware)
T1053.002,At,Energy/Utilities,1,Threat Group-3390(intrusion-set)
T1053.002,At,Government/Public,3,APT18(intrusion-set); BRONZE BUTLER(intrusion-set); Threat Group-3390(intrusion-set)
T1053.002,At,Healthcare,1,APT18(intrusion-set)
T1053.002,At,Manufacturing/Industrial,3,APT18(intrusion-set); BRONZE BUTLER(intrusion-set); Threat Group-3390(intrusion-set)
T1053.002,At,Retail/Consumer,1,CrackMapExec(tool)
T1053.002,At,Technology/IT,3,APT18(intrusion-set); BRONZE BUTLER(intrusion-set); Threat Group-3390(intrusion-set)
T1053.003,Cron,Finance,1,APT38(intrusion-set)
T1053.003,Cron,Government/Public,2,APT5(intrusion-set); GoldMax(malware)
T1053.003,Cron,Manufacturing/Industrial,1,NKAbuse(malware)
T1053.003,Cron,Retail/Consumer,1,Rocke(intrusion-set)
T1053.003,Cron,Technology/IT,1,NKAbuse(malware)
T1053.003,Cron,Telecom,1,APT5(intrusion-set)
T1053.003,Cron,Transportation/Logistics,2,APT38(intrusion-set); Kinsing(malware)
T1053.005,Scheduled Task,Education,4,Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); APT29(intrusion-set)
T1053.005,Scheduled Task,Energy/Utilities,21,Juicy Mix(campaign); Operation Wocao(campaign); 2022 Ukraine Electric Power Attack(campaign); menuPass(intrusion-set); MuddyWater(intrusion-set)
T1053.005,Scheduled Task,Finance,28,Operation Wocao(campaign); CostaRicto(campaign); APT38(intrusion-set); GALLIUM(intrusion-set); APT41(intrusion-set)
T1053.005,Scheduled Task,Government/Public,43,Operation Dream Job(campaign); SolarWinds Compromise(campaign); Operation Wocao(campaign); C0017(campaign); GALLIUM(intrusion-set)
T1053.005,Scheduled Task,Healthcare,10,APT41(intrusion-set); menuPass(intrusion-set); FIN6(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set)
T1053.005,Scheduled Task,Manufacturing/Industrial,18,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set); menuPass(intrusion-set)
T1053.005,Scheduled Task,Retail/Consumer,21,Operation Wocao(campaign); APT41(intrusion-set); FIN6(intrusion-set); FIN7(intrusion-set); APT29(intrusion-set)
T1053.005,Scheduled Task,Technology/IT,10,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); APT41(intrusion-set); menuPass(intrusion-set); BRONZE BUTLER(intrusion-set)
T1053.005,Scheduled Task,Telecom,11,SolarWinds Compromise(campaign); GALLIUM(intrusion-set); APT41(intrusion-set); MuddyWater(intrusion-set); Machete(intrusion-set)
T1053.005,Scheduled Task,Transportation/Logistics,23,SolarWinds Compromise(campaign); Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); APT41(intrusion-set)
T1055,Process Injection,Education,3,Kimsuky(intrusion-set); APT41(intrusion-set); Turla(intrusion-set)
T1055,Process Injection,Energy/Utilities,7,Operation Sharpshooter(campaign); 2015 Ukraine Electric Power Attack(campaign); Operation Wocao(campaign); Backdoor.Oldrea(malware); Smoke Loader(malware)
T1055,Process Injection,Finance,14,Operation Sharpshooter(campaign); Cutting Edge(campaign); Operation Wocao(campaign); APT38(intrusion-set); APT41(intrusion-set)
T1055,Process Injection,Government/Public,15,Operation Sharpshooter(campaign); Cutting Edge(campaign); ArcaneDoor(campaign); Operation Wocao(campaign); Kimsuky(intrusion-set)
T1055,Process Injection,Healthcare,4,APT41(intrusion-set); Turla(intrusion-set); Wizard Spider(intrusion-set); Bazar(malware)
T1055,Process Injection,Manufacturing/Industrial,8,Cutting Edge(campaign); Kimsuky(intrusion-set); TA2541(intrusion-set); Backdoor.Oldrea(malware); Bazar(malware)
T1055,Process Injection,Retail/Consumer,15,Operation Sharpshooter(campaign); Operation Wocao(campaign); APT41(intrusion-set); Wizard Spider(intrusion-set); TrickBot(malware)
T1055,Process Injection,Technology/IT,3,Cutting Edge(campaign); APT41(intrusion-set); BADHATCH(malware)
T1055,Process Injection,Telecom,4,Cutting Edge(campaign); APT41(intrusion-set); APT5(intrusion-set); Mispadu(malware)
T1055,Process Injection,Transportation/Logistics,14,Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); APT41(intrusion-set); TA2541(intrusion-set)
T1055.001,Dynamic-link Library Injection,Education,2,Turla(intrusion-set); RATANKBA(malware)
T1055.001,Dynamic-link Library Injection,Energy/Utilities,1,BlackEnergy(malware)
T1055.001,Dynamic-link Library Injection,Finance,9,Malteiro(intrusion-set); Wizard Spider(intrusion-set); Bumblebee(malware); Emotet(malware); BADHATCH(malware)
T1055.001,Dynamic-link Library Injection,Government/Public,8,Tropic Trooper(intrusion-set); Leviathan(intrusion-set); Turla(intrusion-set); BackdoorDiplomacy(intrusion-set); Conti(malware)
T1055.001,Dynamic-link Library Injection,Healthcare,4,Tropic Trooper(intrusion-set); Leviathan(intrusion-set); Turla(intrusion-set); Wizard Spider(intrusion-set)
T1055.001,Dynamic-link Library Injection,Manufacturing/Industrial,7,Leviathan(intrusion-set); Stuxnet(malware); Uroburos(malware); MegaCortex(malware); ComRAT(malware)
T1055.001,Dynamic-link Library Injection,Retail/Consumer,10,Wizard Spider(intrusion-set); Bumblebee(malware); BADHATCH(malware); DarkTortilla(malware); Remsec(malware)
T1055.001,Dynamic-link Library Injection,Technology/IT,2,BADHATCH(malware); RATANKBA(malware)
T1055.001,Dynamic-link Library Injection,Telecom,3,BackdoorDiplomacy(intrusion-set); Malteiro(intrusion-set); RATANKBA(malware)
T1055.001,Dynamic-link Library Injection,Transportation/Logistics,7,Tropic Trooper(intrusion-set); Leviathan(intrusion-set); Malteiro(intrusion-set); Lazarus Group(intrusion-set); Stuxnet(malware)
T1055.002,Portable Executable Injection,Energy/Utilities,2,GreyEnergy(malware); Gootloader(malware)
T1055.002,Portable Executable Injection,Finance,2,Zeus Panda(malware); Gootloader(malware)
T1055.002,Portable Executable Injection,Government/Public,3,Gorgon Group(intrusion-set); Pikabot(malware); Gootloader(malware)
T1055.002,Portable Executable Injection,Healthcare,1,Gootloader(malware)
T1055.002,Portable Executable Injection,Retail/Consumer,3,Rocke(intrusion-set); InvisiMole(malware); Lizar(malware)
T1055.003,Thread Execution Hijacking,Government/Public,1,Pikabot(malware)
T1055.004,Asynchronous Procedure Call,Finance,6,FIN8(intrusion-set); Bumblebee(malware); Sardonic(malware); BADHATCH(malware); IcedID(malware)
T1055.004,Asynchronous Procedure Call,Healthcare,1,FIN8(intrusion-set)
T1055.004,Asynchronous Procedure Call,Retail/Consumer,4,FIN8(intrusion-set); Bumblebee(malware); BADHATCH(malware); InvisiMole(malware)
T1055.004,Asynchronous Procedure Call,Technology/IT,2,FIN8(intrusion-set); BADHATCH(malware)
T1055.005,Thread Local Storage,Finance,1,Ursnif(malware)
T1055.008,Ptrace System Calls,Government/Public,1,PACEMAKER(malware)
T1055.008,Ptrace System Calls,Manufacturing/Industrial,1,PACEMAKER(malware)
T1055.009,Proc Memory,Energy/Utilities,1,KV Botnet Activity(campaign)
T1055.009,Proc Memory,Telecom,1,KV Botnet Activity(campaign)
T1055.012,Process Hollowing,Education,3,Kimsuky(intrusion-set); menuPass(intrusion-set); Bandook(malware)
T1055.012,Process Hollowing,Energy/Utilities,6,menuPass(intrusion-set); Threat Group-3390(intrusion-set); Smoke Loader(malware); Gootloader(malware); ISMInjector(malware)
T1055.012,Process Hollowing,Finance,11,menuPass(intrusion-set); TrickBot(malware); Ursnif(malware); Emotet(malware); Gootloader(malware)
T1055.012,Process Hollowing,Government/Public,9,Kimsuky(intrusion-set); Patchwork(intrusion-set); Gorgon Group(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set)
T1055.012,Process Hollowing,Healthcare,4,menuPass(intrusion-set); Gootloader(malware); Bandook(malware); Bazar(malware)
T1055.012,Process Hollowing,Manufacturing/Industrial,6,Kimsuky(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set); Threat Group-3390(intrusion-set); Bazar(malware)
T1055.012,Process Hollowing,Retail/Consumer,2,TrickBot(malware); Cobalt Strike(malware)
T1055.012,Process Hollowing,Technology/IT,3,menuPass(intrusion-set); Threat Group-3390(intrusion-set); WhisperGate(malware)
T1055.012,Process Hollowing,Telecom,1,WhisperGate(malware)
T1055.012,Process Hollowing,Transportation/Logistics,5,Kimsuky(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set); Bazar(malware); Lokibot(malware)
T1055.013,Process Doppelgänging,Government/Public,1,Leafminer(intrusion-set)
T1055.013,Process Doppelgänging,Healthcare,1,Bazar(malware)
T1055.013,Process Doppelgänging,Manufacturing/Industrial,1,Bazar(malware)
T1055.013,Process Doppelgänging,Transportation/Logistics,1,Bazar(malware)
T1055.015,ListPlanting,Retail/Consumer,1,InvisiMole(malware)
T1056,Input Capture,Finance,2,Storm-1811(intrusion-set); Chaes(malware)
T1056,Input Capture,Government/Public,1,APT39(intrusion-set)
T1056,Input Capture,Healthcare,1,APT39(intrusion-set)
T1056,Input Capture,Manufacturing/Industrial,1,Mafalda(malware)
T1056,Input Capture,Retail/Consumer,1,Chaes(malware)
T1056,Input Capture,Telecom,2,Versa Director Zero Day Exploitation(campaign); APT39(intrusion-set)
T1056.001,Keylogging,Education,5,Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); Tonto Team(intrusion-set); Bandook(malware)
T1056.001,Keylogging,Energy/Utilities,15,2015 Ukraine Electric Power Attack(campaign); Operation Wocao(campaign); menuPass(intrusion-set); Sandworm Team(intrusion-set); OilRig(intrusion-set)
T1056.001,Keylogging,Finance,19,Cutting Edge(campaign); Operation Wocao(campaign); APT38(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set)
T1056.001,Keylogging,Government/Public,27,Cutting Edge(campaign); Operation Wocao(campaign); APT3(intrusion-set); Kimsuky(intrusion-set); menuPass(intrusion-set)
T1056.001,Keylogging,Healthcare,7,APT41(intrusion-set); menuPass(intrusion-set); APT39(intrusion-set); Tonto Team(intrusion-set); FIN4(intrusion-set)
T1056.001,Keylogging,Manufacturing/Industrial,9,Cutting Edge(campaign); Kimsuky(intrusion-set); menuPass(intrusion-set); OilRig(intrusion-set); Ajax Security Team(intrusion-set)
T1056.001,Keylogging,Retail/Consumer,16,Operation Wocao(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); Group5(intrusion-set); FIN13(intrusion-set)
T1056.001,Keylogging,Technology/IT,7,Cutting Edge(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); Tonto Team(intrusion-set)
T1056.001,Keylogging,Telecom,8,Cutting Edge(campaign); APT41(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set); APT5(intrusion-set)
T1056.001,Keylogging,Transportation/Logistics,16,Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set)
T1056.002,GUI Input Capture,Finance,4,RedCurl(intrusion-set); FIN4(intrusion-set); Mispadu(malware); Metamorfo(malware)
T1056.002,GUI Input Capture,Government/Public,1,SILENTTRINITY(tool)
T1056.002,GUI Input Capture,Healthcare,1,FIN4(intrusion-set)
T1056.002,GUI Input Capture,Retail/Consumer,2,XCSSET(malware); SILENTTRINITY(tool)
T1056.002,GUI Input Capture,Telecom,1,Mispadu(malware)
T1056.003,Web Portal Capture,Finance,1,Cutting Edge(campaign)
T1056.003,Web Portal Capture,Government/Public,3,Cutting Edge(campaign); Winter Vivern(intrusion-set); IceApple(malware)
T1056.003,Web Portal Capture,Manufacturing/Industrial,1,Cutting Edge(campaign)
T1056.003,Web Portal Capture,Retail/Consumer,1,IceApple(malware)
T1056.003,Web Portal Capture,Technology/IT,2,Cutting Edge(campaign); IceApple(malware)
T1056.003,Web Portal Capture,Telecom,1,Cutting Edge(campaign)
T1056.004,Credential API Hooking,Finance,3,TrickBot(malware); Ursnif(malware); Zeus Panda(malware)
T1056.004,Credential API Hooking,Government/Public,2,PLATINUM(intrusion-set); FinFisher(malware)
T1056.004,Credential API Hooking,Retail/Consumer,2,TrickBot(malware); Empire(tool)
T1056.004,Credential API Hooking,Telecom,1,VersaMem(malware)
T1056.004,Credential API Hooking,Transportation/Logistics,2,FinFisher(malware); Empire(tool)
T1057,Process Discovery,Education,8,Kimsuky(intrusion-set); HAFNIUM(intrusion-set); Turla(intrusion-set); Earth Lusca(intrusion-set); Proxysvc(malware)
T1057,Process Discovery,Energy/Utilities,19,KV Botnet Activity(campaign); Operation Wocao(campaign); MuddyWater(intrusion-set); OilRig(intrusion-set); Ke3chang(intrusion-set)
T1057,Process Discovery,Finance,31,Operation Wocao(campaign); APT38(intrusion-set); Andariel(intrusion-set); OilRig(intrusion-set); Deep Panda(intrusion-set)
T1057,Process Discovery,Government/Public,51,SolarWinds Compromise(campaign); FunnyDream(campaign); Operation Wocao(campaign); APT3(intrusion-set); Kimsuky(intrusion-set)
T1057,Process Discovery,Healthcare,7,Tropic Trooper(intrusion-set); Turla(intrusion-set); Deep Panda(intrusion-set); Play(intrusion-set); EKANS(malware)
T1057,Process Discovery,Manufacturing/Industrial,21,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Kimsuky(intrusion-set); OilRig(intrusion-set); EKANS(malware)
T1057,Process Discovery,Retail/Consumer,31,FunnyDream(campaign); Operation Wocao(campaign); Volt Typhoon(intrusion-set); Rocke(intrusion-set); Poseidon Group(intrusion-set)
T1057,Process Discovery,Technology/IT,9,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Volt Typhoon(intrusion-set); BADHATCH(malware); Cuba(malware)
T1057,Process Discovery,Telecom,12,KV Botnet Activity(campaign); SolarWinds Compromise(campaign); MuddyWater(intrusion-set); OilRig(intrusion-set); Deep Panda(intrusion-set)
T1057,Process Discovery,Transportation/Logistics,33,SolarWinds Compromise(campaign); Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); Andariel(intrusion-set)
T1059,Command and Scripting Interpreter,Education,2,APT19(intrusion-set); Bandook(malware)
T1059,Command and Scripting Interpreter,Energy/Utilities,8,Operation Spalax(campaign); FIN7(intrusion-set); OilRig(intrusion-set); Ke3chang(intrusion-set); Fox Kitten(intrusion-set)
T1059,Command and Scripting Interpreter,Finance,9,Operation Spalax(campaign); Cutting Edge(campaign); FIN6(intrusion-set); FIN7(intrusion-set); OilRig(intrusion-set)
T1059,Command and Scripting Interpreter,Government/Public,16,Operation Spalax(campaign); Cutting Edge(campaign); ArcaneDoor(campaign); Dragonfly(intrusion-set); APT32(intrusion-set)
T1059,Command and Scripting Interpreter,Healthcare,6,FIN6(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set); Fox Kitten(intrusion-set); APT19(intrusion-set)
T1059,Command and Scripting Interpreter,Manufacturing/Industrial,7,Cutting Edge(campaign); Dragonfly(intrusion-set); OilRig(intrusion-set); Fox Kitten(intrusion-set); APT19(intrusion-set)
T1059,Command and Scripting Interpreter,Retail/Consumer,4,FIN6(intrusion-set); FIN7(intrusion-set); Empire(tool); Donut(tool)
T1059,Command and Scripting Interpreter,Technology/IT,2,Cutting Edge(campaign); Fox Kitten(intrusion-set)
T1059,Command and Scripting Interpreter,Telecom,5,Cutting Edge(campaign); APT39(intrusion-set); OilRig(intrusion-set); APT19(intrusion-set); VersaMem(malware)
T1059,Command and Scripting Interpreter,Transportation/Logistics,4,Operation Spalax(campaign); FIN7(intrusion-set); APT37(intrusion-set); Empire(tool)
T1059.001,PowerShell,Education,14,C0021(campaign); Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); HAFNIUM(intrusion-set)
T1059.001,PowerShell,Energy/Utilities,24,C0021(campaign); Juicy Mix(campaign); 2016 Ukraine Electric Power Attack(campaign); Operation Wocao(campaign); 2022 Ukraine Electric Power Attack(campaign)
T1059.001,PowerShell,Finance,44,Operation Wocao(campaign); APT38(intrusion-set); Indrik Spider(intrusion-set); GALLIUM(intrusion-set); APT41(intrusion-set)
T1059.001,PowerShell,Government/Public,65,Operation Dream Job(campaign); C0021(campaign); HomeLand Justice(campaign); SolarWinds Compromise(campaign); Operation Wocao(campaign)
T1059.001,PowerShell,Healthcare,21,C0021(campaign); APT41(intrusion-set); menuPass(intrusion-set); FIN6(intrusion-set); FIN7(intrusion-set)
T1059.001,PowerShell,Manufacturing/Industrial,25,SolarWinds Compromise(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set)
T1059.001,PowerShell,Retail/Consumer,30,C0018(campaign); HomeLand Justice(campaign); Operation Wocao(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set)
T1059.001,PowerShell,Technology/IT,17,SolarWinds Compromise(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); CURIUM(intrusion-set)
T1059.001,PowerShell,Telecom,17,SolarWinds Compromise(campaign); GALLIUM(intrusion-set); APT41(intrusion-set); MuddyWater(intrusion-set); APT39(intrusion-set)
T1059.001,PowerShell,Transportation/Logistics,26,SolarWinds Compromise(campaign); Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); APT41(intrusion-set)
T1059.003,Windows Command Shell,Education,11,Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); HAFNIUM(intrusion-set); Turla(intrusion-set)
T1059.003,Windows Command Shell,Energy/Utilities,29,2016 Ukraine Electric Power Attack(campaign); Night Dragon(campaign); Operation Wocao(campaign); menuPass(intrusion-set); MuddyWater(intrusion-set)
T1059.003,Windows Command Shell,Finance,46,Night Dragon(campaign); Operation Wocao(campaign); APT38(intrusion-set); Indrik Spider(intrusion-set); GALLIUM(intrusion-set)
T1059.003,Windows Command Shell,Government/Public,78,Operation Dream Job(campaign); HomeLand Justice(campaign); SolarWinds Compromise(campaign); FunnyDream(campaign); Operation Wocao(campaign)
T1059.003,Windows Command Shell,Healthcare,16,APT41(intrusion-set); menuPass(intrusion-set); FIN6(intrusion-set); FIN7(intrusion-set); APT18(intrusion-set)
T1059.003,Windows Command Shell,Manufacturing/Industrial,31,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Night Dragon(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set)
T1059.003,Windows Command Shell,Retail/Consumer,31,Water Curupira Pikabot Distribution(campaign); HomeLand Justice(campaign); FunnyDream(campaign); Operation Wocao(campaign); Volt Typhoon(intrusion-set)
T1059.003,Windows Command Shell,Technology/IT,19,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set)
T1059.003,Windows Command Shell,Telecom,16,SolarWinds Compromise(campaign); GALLIUM(intrusion-set); APT41(intrusion-set); MuddyWater(intrusion-set); Machete(intrusion-set)
T1059.003,Windows Command Shell,Transportation/Logistics,37,SolarWinds Compromise(campaign); Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); APT41(intrusion-set)
T1059.004,Unix Shell,Education,1,APT41(intrusion-set)
T1059.004,Unix Shell,Energy/Utilities,2,KV Botnet Activity(campaign); AppleJeus(malware)
T1059.004,Unix Shell,Finance,3,APT41(intrusion-set); Ebury(malware); AppleJeus(malware)
T1059.004,Unix Shell,Government/Public,6,Aquatic Panda(intrusion-set); COATHANGER(malware); Turian(malware); PACEMAKER(malware); PULSECHECK(malware)
T1059.004,Unix Shell,Healthcare,1,APT41(intrusion-set)
T1059.004,Unix Shell,Manufacturing/Industrial,5,Aquatic Panda(intrusion-set); WindTail(malware); PACEMAKER(malware); PULSECHECK(malware); NKAbuse(malware)
T1059.004,Unix Shell,Retail/Consumer,5,Volt Typhoon(intrusion-set); APT41(intrusion-set); Rocke(intrusion-set); CoinTicker(malware); XCSSET(malware)
T1059.004,Unix Shell,Technology/IT,6,Volt Typhoon(intrusion-set); APT41(intrusion-set); Aquatic Panda(intrusion-set); NKAbuse(malware); AppleJeus(malware)
T1059.004,Unix Shell,Telecom,5,KV Botnet Activity(campaign); APT41(intrusion-set); Aquatic Panda(intrusion-set); Turian(malware); AppleJeus(malware)
T1059.004,Unix Shell,Transportation/Logistics,6,APT41(intrusion-set); Sea Turtle(intrusion-set); Turian(malware); Green Lambert(malware); BPFDoor(malware)
T1059.005,Visual Basic,Education,5,C0011(campaign); Kimsuky(intrusion-set); Turla(intrusion-set); Earth Lusca(intrusion-set); Bandook(malware)
T1059.005,Visual Basic,Energy/Utilities,21,Operation Sharpshooter(campaign); Operation Dust Storm(campaign); 2015 Ukraine Electric Power Attack(campaign); Juicy Mix(campaign); Outer Space(campaign)
T1059.005,Visual Basic,Finance,30,Operation Sharpshooter(campaign); Operation Dust Storm(campaign); Operation Wocao(campaign); APT38(intrusion-set); FIN7(intrusion-set)
T1059.005,Visual Basic,Government/Public,40,Operation Dream Job(campaign); Operation Sharpshooter(campaign); Operation Dust Storm(campaign); SolarWinds Compromise(campaign); FunnyDream(campaign)
T1059.005,Visual Basic,Healthcare,7,FIN7(intrusion-set); APT39(intrusion-set); Leviathan(intrusion-set); Turla(intrusion-set); FIN4(intrusion-set)
T1059.005,Visual Basic,Manufacturing/Industrial,11,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Kimsuky(intrusion-set); TA2541(intrusion-set); OilRig(intrusion-set)
T1059.005,Visual Basic,Retail/Consumer,14,Operation Sharpshooter(campaign); FunnyDream(campaign); Operation Wocao(campaign); FIN7(intrusion-set); FIN13(intrusion-set)
T1059.005,Visual Basic,Technology/IT,5,SolarWinds Compromise(campaign); Operation CuckooBees(campaign); BRONZE BUTLER(intrusion-set); WIRTE(intrusion-set); WhisperGate(malware)
T1059.005,Visual Basic,Telecom,11,SolarWinds Compromise(campaign); MuddyWater(intrusion-set); Machete(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set)
T1059.005,Visual Basic,Transportation/Logistics,21,Operation Dust Storm(campaign); SolarWinds Compromise(campaign); Operation Wocao(campaign); APT38(intrusion-set); Kimsuky(intrusion-set)
T1059.006,Python,Education,7,ShadowRay(campaign); Kimsuky(intrusion-set); Turla(intrusion-set); APT29(intrusion-set); Tonto Team(intrusion-set)
T1059.006,Python,Energy/Utilities,5,Operation Wocao(campaign); MuddyWater(intrusion-set); Tonto Team(intrusion-set); Bandook(malware); PoetRAT(malware)
T1059.006,Python,Finance,11,Cutting Edge(campaign); Operation Wocao(campaign); RedCurl(intrusion-set); Cinnamon Tempest(intrusion-set); Tonto Team(intrusion-set)
T1059.006,Python,Government/Public,20,Cutting Edge(campaign); Operation Wocao(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set); MuddyWater(intrusion-set)
T1059.006,Python,Healthcare,7,ShadowRay(campaign); APT39(intrusion-set); Turla(intrusion-set); Tonto Team(intrusion-set); PUNCHBUGGY(malware)
T1059.006,Python,Manufacturing/Industrial,5,Cutting Edge(campaign); Kimsuky(intrusion-set); Dragonfly(intrusion-set); APT29(intrusion-set); BRONZE BUTLER(intrusion-set)
T1059.006,Python,Retail/Consumer,11,ShadowRay(campaign); Operation Wocao(campaign); Rocke(intrusion-set); APT29(intrusion-set); PUNCHBUGGY(malware)
T1059.006,Python,Technology/IT,3,Cutting Edge(campaign); BRONZE BUTLER(intrusion-set); Tonto Team(intrusion-set)
T1059.006,Python,Telecom,7,Cutting Edge(campaign); ShadowRay(campaign); MuddyWater(intrusion-set); Machete(intrusion-set); APT39(intrusion-set)
T1059.006,Python,Transportation/Logistics,6,Operation Wocao(campaign); Kimsuky(intrusion-set); APT37(intrusion-set); APT29(intrusion-set); Turian(malware)
T1059.007,JavaScript,Education,3,Kimsuky(intrusion-set); Turla(intrusion-set); Earth Lusca(intrusion-set)
T1059.007,JavaScript,Energy/Utilities,4,Operation Dust Storm(campaign); MuddyWater(intrusion-set); FIN7(intrusion-set); Gootloader(malware)
T1059.007,JavaScript,Finance,14,Operation Dust Storm(campaign); Indrik Spider(intrusion-set); TA577(intrusion-set); Evilnum(intrusion-set); FIN6(intrusion-set)
T1059.007,JavaScript,Government/Public,16,Operation Dust Storm(campaign); C0017(campaign); Kimsuky(intrusion-set); APT32(intrusion-set); MuddyWater(intrusion-set)
T1059.007,JavaScript,Healthcare,4,FIN6(intrusion-set); FIN7(intrusion-set); Turla(intrusion-set); Gootloader(malware)
T1059.007,JavaScript,Manufacturing/Industrial,1,Kimsuky(intrusion-set)
T1059.007,JavaScript,Retail/Consumer,8,Water Curupira Pikabot Distribution(campaign); FIN6(intrusion-set); FIN7(intrusion-set); InvisiMole(malware); Chaes(malware)
T1059.007,JavaScript,Telecom,3,MuddyWater(intrusion-set); Earth Lusca(intrusion-set); NanHaiShu(malware)
