No,Technique_ID,Freq_Group,Freq_Campaign,Freq_Software,Freq_Total,Freq_BinScore,No_Mitigation_Flag,No_PCD_Flag,Applicable,Freq_Group_Pct,Freq_Campaign_Pct,Freq_Software_Pct,Freq_Total_Pct,Unnamed: 14,TID_root,Tactic_ID,Ito_Threat_Category,Step,Freq_Total_Pct_BIN5,Pi_freq,Detection_DataSources_Count,Detection_DataSources_List
120,T1218.005,17,2,11,30,5,0,1,0,0.42,0.222,0.109,0.199,,T1218,defense-evasion,Secondary Action,S2,5,0.9,4,Process: Process Creation; File: File Creation; Command: Command Execution; Network Traffic: Network Connection Creation
121,T1482,8,3,19,30,5,0,0,1,0.198,0.333,0.188,0.199,,T1482,discovery,Secondary Action,S2,5,0.9,5,Process: Process Creation; Command: Command Execution; Script: Script Execution; Network Traffic: Network Traffic Content; Process: OS API Execution
122,T1027.003,8,2,19,29,5,1,1,0,0.198,0.222,0.188,0.193,,T1027,defense-evasion,Secondary Action,S2,5,0.9,1,File: File Metadata
123,T1027.015,6,0,23,29,5,0,1,0,0.148,0,0.228,0.193,,T1027,defense-evasion,Secondary Action,S2,5,0.9,2,File: File Creation; File: File Metadata
124,T1136.001,14,0,15,29,5,0,0,1,0.346,0,0.149,0.193,,T1136,persistence,Secondary Action,S2,5,0.9,3,User Account: User Account Creation; Process: Process Creation; Command: Command Execution
125,T1485,4,1,24,29,5,0,1,0,0.099,0.111,0.238,0.193,,T1485,impact,Final Impact,S4,5,0.9,10,Snapshot: Snapshot Deletion; Cloud Storage: Cloud Storage Modification; Process: Process Creation; File: File Deletion; Image: Image Deletion; Instance: Instance Deletion; File: File Modification; Volume: Volume Deletion; Cloud Storage: Cloud Storage Deletion; Command: Command Execution
126,T1547.009,4,0,25,29,5,0,0,1,0.099,0,0.248,0.193,,T1547,"persistence, privilege-escalation",Secondary Action,S2,5,0.9,3,File: File Modification; Process: Process Creation; File: File Creation
127,T1014,5,1,22,28,5,1,1,0,0.124,0.111,0.218,0.186,,T1014,defense-evasion,Secondary Action,S2,5,0.9,3,Drive: Drive Modification; Firmware: Firmware Modification; File: File Modification
128,T1020,6,2,20,28,5,1,1,0,0.148,0.222,0.198,0.186,,T1020,exfiltration,Final Impact,S4,5,0.9,6,Command: Command Execution; Network Traffic: Network Traffic Flow; File: File Access; Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content; Script: Script Execution
129,T1218.007,6,1,20,27,5,0,1,0,0.148,0.111,0.198,0.179,,T1218,defense-evasion,Secondary Action,S2,5,0.9,4,Module: Module Load; Network Traffic: Network Connection Creation; Process: Process Creation; Command: Command Execution
130,T1027.001,7,0,18,25,5,1,1,0,0.173,0,0.178,0.166,,T1027,defense-evasion,Secondary Action,S2,5,0.9,1,File: File Metadata
131,T1071.003,5,0,20,25,5,0,1,0,0.124,0,0.198,0.166,,T1071,command-and-control,Secondary Intrusion,S3,5,0.9,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
132,T1091,7,0,18,25,5,0,1,0,0.173,0,0.178,0.166,,T1091,"initial-access, lateral-movement",Initial Access,S1,5,0.9,4,File: File Access; Process: Process Creation; Drive: Drive Creation; File: File Creation
133,T1529,3,0,22,25,5,1,1,0,0.074,0,0.218,0.166,,T1529,impact,Final Impact,S4,5,0.9,3,Process: Process Creation; Sensor Health: Host Status; Command: Command Execution
134,T1546.003,10,2,13,25,5,0,0,1,0.247,0.222,0.129,0.166,,T1546,"persistence, privilege-escalation",Secondary Action,S2,5,0.9,4,File: File Creation; Process: Process Creation; Command: Command Execution; WMI: WMI Creation
135,T1016.001,11,2,11,24,5,1,0,1,0.272,0.222,0.109,0.159,,T1016,discovery,Secondary Action,S2,4,0.72,2,Process: Process Creation; Command: Command Execution
136,T1021.004,17,3,4,24,5,0,1,0,0.42,0.333,0.04,0.159,,T1021,lateral-movement,Secondary Action,S2,4,0.72,3,Logon Session: Logon Session Creation; Process: Process Creation; Network Traffic: Network Connection Creation
137,T1025,4,0,20,24,5,0,0,1,0.099,0,0.198,0.159,,T1025,collection,Secondary Action,S2,4,0.72,2,Command: Command Execution; File: File Access
138,T1040,7,2,15,24,5,0,0,1,0.173,0.222,0.149,0.159,,T1040,"credential-access, discovery",Secondary Action,S2,4,0.72,2,Command: Command Execution; Process: Process Creation
139,T1210,11,0,13,24,5,0,1,0,0.272,0,0.129,0.159,,T1210,lateral-movement,Secondary Action,S2,4,0.72,2,Network Traffic: Network Traffic Content; Application Log: Application Log Content
140,T1497,2,1,21,24,5,1,0,1,0.049,0.111,0.208,0.159,,T1497,"defense-evasion, discovery",Secondary Action,S2,4,0.72,3,Command: Command Execution; Process: Process Creation; Process: OS API Execution
141,T1539,8,1,15,24,5,0,1,0,0.198,0.111,0.149,0.159,,T1539,credential-access,Secondary Intrusion,S3,4,0.72,2,Process: Process Access; File: File Access
142,T1003.003,16,3,4,23,5,0,1,0,0.395,0.333,0.04,0.153,,T1003,credential-access,Secondary Intrusion,S3,4,0.72,2,Command: Command Execution; File: File Access
143,T1217,6,2,15,23,5,1,0,1,0.148,0.222,0.149,0.153,,T1217,discovery,Secondary Action,S2,4,0.72,3,Process: Process Creation; Command: Command Execution; File: File Access
144,T1583.006,20,3,0,23,5,0,1,0,0.494,0.333,0,0.153,,T1583,resource-development,Preparation,S0,4,0.72,1,Internet Scan: Response Content
145,T1027.009,3,1,18,22,5,0,1,0,0.074,0.111,0.178,0.146,,T1027,defense-evasion,Secondary Action,S2,4,0.72,2,File: File Creation; File: File Metadata
146,T1071.002,4,1,17,22,5,0,1,0,0.099,0.111,0.168,0.146,,T1071,command-and-control,Secondary Intrusion,S3,4,0.72,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
147,T1110,13,2,7,22,5,0,1,0,0.321,0.222,0.069,0.146,,T1110,credential-access,Secondary Intrusion,S3,4,0.72,3,User Account: User Account Authentication; Command: Command Execution; Application Log: Application Log Content
148,T1134,3,1,18,22,5,0,1,0,0.074,0.111,0.178,0.146,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,6,Process: OS API Execution; Command: Command Execution; User Account: User Account Metadata; Process: Process Metadata; Process: Process Creation; Active Directory: Active Directory Object Modification
149,T1568.002,2,0,20,22,5,0,1,0,0.049,0,0.198,0.146,,T1568,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Flow
150,T1620,2,0,20,22,5,1,1,0,0.049,0,0.198,0.146,,T1620,defense-evasion,Secondary Action,S2,4,0.72,3,Module: Module Load; Script: Script Execution; Process: OS API Execution
151,T1030,5,2,14,21,5,0,1,0,0.124,0.222,0.139,0.14,,T1030,exfiltration,Final Impact,S4,4,0.72,2,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Flow
152,T1090.002,11,0,10,21,5,0,1,0,0.272,0,0.099,0.14,,T1090,command-and-control,Secondary Intrusion,S3,4,0.72,3,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
153,T1102.001,6,1,14,21,5,0,1,0,0.148,0.111,0.139,0.14,,T1102,command-and-control,Secondary Intrusion,S3,4,0.72,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
154,T1129,0,0,21,21,5,0,1,0,0,0,0.208,0.14,,T1129,execution,Secondary Intrusion,S3,4,0.72,2,Process: OS API Execution; Module: Module Load
155,T1219,13,2,6,21,5,0,1,0,0.321,0.222,0.059,0.14,,T1219,command-and-control,Secondary Intrusion,S3,4,0.72,5,Process: Process Creation; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Drive: Drive Creation; Network Traffic: Network Connection Creation
156,T1585.002,16,5,0,21,5,0,1,0,0.395,0.554,0,0.14,,T1585,resource-development,Preparation,S0,4,0.72,0,
157,T1078.003,12,3,5,20,5,0,0,1,0.297,0.333,0.05,0.133,,T1078,"defense-evasion, initial-access, persistence, privilege-escalation",Initial Access,S1,4,0.72,3,Logon Session: Logon Session Creation; Logon Session: Logon Session Metadata; User Account: User Account Authentication
158,T1550.002,11,1,8,20,5,0,1,0,0.272,0.111,0.079,0.133,,T1550,"defense-evasion, lateral-movement",Secondary Action,S2,4,0.72,3,Logon Session: Logon Session Creation; Active Directory: Active Directory Credential Request; User Account: User Account Authentication
159,T1559.002,11,1,8,20,5,0,1,0,0.272,0.111,0.079,0.133,,T1559,execution,Secondary Intrusion,S3,4,0.72,3,Process: Process Creation; Module: Module Load; Script: Script Execution
160,T1568,6,6,8,20,5,0,1,0,0.148,0.665,0.079,0.133,,T1568,command-and-control,Secondary Intrusion,S3,4,0.72,3,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
161,T1003.004,10,0,9,19,5,0,1,0,0.247,0,0.089,0.126,,T1003,credential-access,Secondary Intrusion,S3,4,0.72,2,Windows Registry: Windows Registry Key Access; Command: Command Execution
162,T1543.001,0,0,19,19,5,0,0,1,0,0,0.188,0.126,,T1543,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,5,File: File Modification; Service: Service Modification; File: File Creation; Service: Service Creation; Command: Command Execution
163,T1554,1,2,16,19,5,0,0,1,0.025,0.222,0.158,0.126,,T1554,persistence,Secondary Action,S2,4,0.72,4,File: File Deletion; File: File Modification; File: File Metadata; File: File Creation
164,T1583.003,13,6,0,19,5,0,1,0,0.321,0.665,0,0.126,,T1583,resource-development,Preparation,S0,4,0.72,2,Internet Scan: Response Content; Internet Scan: Response Metadata
165,T1622,0,1,18,19,5,1,0,1,0,0.111,0.178,0.126,,T1622,"defense-evasion, discovery",Secondary Action,S2,4,0.72,4,Process: Process Creation; Process: OS API Execution; Application Log: Application Log Content; Command: Command Execution
166,T1003,11,0,7,18,5,0,1,0,0.272,0,0.069,0.12,,T1003,credential-access,Secondary Intrusion,S3,4,0.72,10,Network Traffic: Network Traffic Content; Process: Process Creation; Network Traffic: Network Traffic Flow; File: File Creation; Windows Registry: Windows Registry Key Access; Process: OS API Execution; File: File Access; Process: Process Access; Command: Command Execution; Active Directory: Active Directory Object Access
167,T1027.016,4,0,14,18,5,0,1,0,0.099,0,0.139,0.12,,T1027,defense-evasion,Secondary Action,S2,4,0.72,1,File: File Metadata
168,T1029,1,0,17,18,5,0,1,0,0.025,0,0.168,0.12,,T1029,exfiltration,Final Impact,S4,4,0.72,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Connection Creation
169,T1114.001,6,1,11,18,5,0,0,1,0.148,0.111,0.109,0.12,,T1114,collection,Secondary Action,S2,4,0.72,2,File: File Access; Command: Command Execution
170,T1114.002,12,2,4,18,5,0,0,1,0.297,0.222,0.04,0.12,,T1114,collection,Secondary Action,S2,4,0.72,4,Application Log: Application Log Content; Logon Session: Logon Session Creation; Command: Command Execution; Network Traffic: Network Connection Creation
171,T1588.001,13,5,0,18,5,0,1,0,0.321,0.554,0,0.12,,T1588,resource-development,Preparation,S0,4,0.72,2,Malware Repository: Malware Metadata; Malware Repository: Malware Content
172,T1001.003,2,1,14,17,5,0,1,0,0.049,0.111,0.139,0.113,,T1001,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
173,T1027.005,6,2,9,17,5,1,1,0,0.148,0.222,0.089,0.113,,T1027,defense-evasion,Secondary Action,S2,4,0.72,1,Application Log: Application Log Content
174,T1134.001,2,1,14,17,5,0,1,0,0.049,0.111,0.139,0.113,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,2,Command: Command Execution; Process: OS API Execution
175,T1552.004,4,2,11,17,5,0,1,0,0.099,0.222,0.109,0.113,,T1552,credential-access,Secondary Intrusion,S3,4,0.72,2,Command: Command Execution; File: File Access
176,T1559.001,2,0,15,17,5,0,1,0,0.049,0,0.149,0.113,,T1559,execution,Secondary Intrusion,S3,4,0.72,3,Module: Module Load; Script: Script Execution; Process: Process Creation
177,T1561.002,5,1,11,17,5,0,1,0,0.124,0.111,0.109,0.113,,T1561,impact,Final Impact,S4,4,0.72,5,Driver: Driver Load; Drive: Drive Modification; Drive: Drive Access; Command: Command Execution; Process: Process Creation
178,T1573,4,2,11,17,5,0,1,0,0.099,0.222,0.109,0.113,,T1573,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
179,T1001.001,1,0,15,16,5,0,1,0,0.025,0,0.149,0.106,,T1001,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
180,T1053.003,3,1,12,16,5,0,0,1,0.074,0.111,0.119,0.106,,T1053,"execution, persistence, privilege-escalation",Secondary Action,S2,4,0.72,4,File: File Modification; Process: Process Creation; Scheduled Job: Scheduled Job Creation; Command: Command Execution
181,T1071,5,1,10,16,5,0,1,0,0.124,0.111,0.099,0.106,,T1071,command-and-control,Secondary Intrusion,S3,4,0.72,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
182,T1110.003,11,1,4,16,5,0,1,0,0.272,0.111,0.04,0.106,,T1110,credential-access,Secondary Intrusion,S3,4,0.72,2,User Account: User Account Authentication; Application Log: Application Log Content
183,T1561.001,2,1,13,16,5,0,1,0,0.049,0.111,0.129,0.106,,T1561,impact,Final Impact,S4,4,0.72,5,Drive: Drive Modification; Drive: Drive Access; Driver: Driver Load; Command: Command Execution; Process: Process Creation
184,T1564.004,1,0,15,16,5,0,1,0,0.025,0,0.149,0.106,,T1564,defense-evasion,Secondary Action,S2,4,0.72,5,Command: Command Execution; File: File Modification; Process: Process Creation; File: File Metadata; Process: OS API Execution
185,T1589.002,14,1,1,16,5,0,1,0,0.346,0.111,0.01,0.106,,T1589,reconnaissance,Preparation,S0,4,0.72,1,Network Traffic: Network Traffic Content
186,T1598.003,14,0,2,16,5,0,1,0,0.346,0,0.02,0.106,,T1598,reconnaissance,Preparation,S0,4,0.72,3,Application Log: Application Log Content; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
187,T1205,1,1,13,15,4,0,0,1,0.025,0.111,0.129,0.1,,T1205,"command-and-control, defense-evasion, persistence",Secondary Intrusion,S3,4,0.72,4,Network Traffic: Network Traffic Content; Network Traffic: Network Connection Creation; Process: Process Creation; Network Traffic: Network Traffic Flow
188,T1560.002,2,0,13,15,4,1,0,1,0.049,0,0.129,0.1,,T1560,collection,Secondary Action,S2,4,0.72,2,Script: Script Execution; File: File Creation
189,T1566.003,13,1,1,15,4,0,1,0,0.321,0.111,0.01,0.1,,T1566,initial-access,Initial Access,S1,4,0.72,3,Network Traffic: Network Traffic Flow; Application Log: Application Log Content; Network Traffic: Network Traffic Content
190,T1584.004,10,5,0,15,4,0,1,0,0.247,0.554,0,0.1,,T1584,resource-development,Preparation,S0,4,0.72,2,Internet Scan: Response Content; Internet Scan: Response Metadata
191,T1585.001,13,2,0,15,4,0,1,0,0.321,0.222,0,0.1,,T1585,resource-development,Preparation,S0,4,0.72,2,Network Traffic: Network Traffic Content; Persona: Social Media
192,T1614,2,0,13,15,4,1,0,1,0.049,0,0.129,0.1,,T1614,discovery,Secondary Action,S2,4,0.72,3,Process: Process Creation; Process: OS API Execution; Command: Command Execution
193,T1036.008,2,2,10,14,4,0,1,0,0.049,0.222,0.099,0.093,,T1036,defense-evasion,Secondary Action,S2,4,0.72,2,File: File Modification; Command: Command Execution
194,T1087.003,4,2,8,14,4,1,0,1,0.099,0.222,0.079,0.093,,T1087,discovery,Secondary Action,S2,4,0.72,2,Process: Process Creation; Command: Command Execution
195,T1104,4,0,10,14,4,0,1,0,0.099,0,0.099,0.093,,T1104,command-and-control,Secondary Intrusion,S3,4,0.72,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Connection Creation
196,T1132.002,0,0,14,14,4,0,1,0,0,0,0.139,0.093,,T1132,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
197,T1185,1,0,13,14,4,0,0,1,0.025,0,0.129,0.093,,T1185,collection,Secondary Action,S2,4,0.72,3,Process: Process Modification; Process: Process Access; Logon Session: Logon Session Creation
198,T1222.002,3,1,10,14,4,0,1,0,0.074,0.111,0.099,0.093,,T1222,defense-evasion,Secondary Action,S2,4,0.72,3,Process: Process Creation; File: File Metadata; Command: Command Execution
199,T1496.001,4,1,9,14,4,1,1,0,0.099,0.111,0.089,0.093,,T1496,impact,Final Impact,S4,4,0.72,7,Command: Command Execution; Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow; Sensor Health: Host Status; Process: Process Creation; File: File Creation
200,T1555.004,4,1,9,14,4,0,1,0,0.099,0.111,0.089,0.093,,T1555,credential-access,Secondary Intrusion,S3,4,0.72,4,File: File Access; Command: Command Execution; Process: OS API Execution; Process: Process Creation
201,T1595.002,13,1,0,14,4,0,1,0,0.321,0.111,0,0.093,,T1595,reconnaissance,Preparation,S0,4,0.72,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
202,T1001,1,1,11,13,4,0,1,0,0.025,0.111,0.109,0.086,,T1001,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
203,T1001.002,1,1,11,13,4,0,1,0,0.025,0.111,0.109,0.086,,T1001,command-and-control,Secondary Intrusion,S3,4,0.72,1,Network Traffic: Network Traffic Content
204,T1039,8,1,4,13,4,1,0,1,0.198,0.111,0.04,0.086,,T1039,collection,Secondary Action,S2,4,0.72,6,Network Share: Network Share Access; Command: Command Execution; Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow; File: File Access
205,T1056.002,2,0,11,13,4,0,0,1,0.049,0,0.109,0.086,,T1056,"collection, credential-access",Secondary Action,S2,4,0.72,3,Script: Script Execution; Command: Command Execution; Process: Process Creation
206,T1070.009,0,0,13,13,4,0,1,0,0,0,0.129,0.086,,T1070,defense-evasion,Secondary Action,S2,4,0.72,8,File: File Deletion; User Account: User Account Deletion; File: File Modification; Windows Registry: Windows Registry Key Modification; Process: Process Creation; Windows Registry: Windows Registry Key Deletion; Scheduled Job: Scheduled Job Modification; Command: Command Execution
207,T1074.002,10,2,1,13,4,1,0,1,0.247,0.222,0.01,0.086,,T1074,collection,Secondary Action,S2,4,0.72,3,File: File Creation; Command: Command Execution; File: File Access
208,T1195.002,9,1,3,13,4,0,1,0,0.222,0.111,0.03,0.086,,T1195,initial-access,Initial Access,S1,4,0.72,1,File: File Metadata
209,T1197,5,0,8,13,4,0,0,1,0.124,0,0.079,0.086,,T1197,"defense-evasion, persistence",Secondary Action,S2,4,0.72,4,Command: Command Execution; Network Traffic: Network Connection Creation; Process: Process Creation; Service: Service Metadata
210,T1055.004,1,0,11,12,4,0,1,0,0.025,0,0.109,0.08,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,3,Process: OS API Execution; Process: Process Access; Process: Process Modification
211,T1056.004,1,0,11,12,4,1,0,1,0.025,0,0.109,0.08,,T1056,"collection, credential-access",Secondary Action,S2,4,0.72,6,Process: Process Metadata; Module: Module Load; File: File Creation; File: File Modification; Command: Command Execution; Process: OS API Execution
212,T1069,5,1,6,12,4,1,0,1,0.124,0.111,0.059,0.08,,T1069,discovery,Secondary Action,S2,4,0.72,5,Process: Process Creation; Group: Group Metadata; Command: Command Execution; Application Log: Application Log Content; Group: Group Enumeration
213,T1078.004,7,2,3,12,4,0,0,1,0.173,0.222,0.03,0.08,,T1078,"defense-evasion, initial-access, persistence, privilege-escalation",Initial Access,S1,4,0.72,3,User Account: User Account Authentication; Logon Session: Logon Session Metadata; Logon Session: Logon Session Creation
214,T1080,5,0,7,12,4,0,1,0,0.124,0,0.069,0.08,,T1080,lateral-movement,Secondary Action,S2,4,0.72,4,Network Share: Network Share Access; Process: Process Creation; File: File Modification; File: File Creation
215,T1134.002,2,0,10,12,4,0,1,0,0.049,0,0.099,0.08,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,2,Command: Command Execution; Process: OS API Execution
216,T1199,11,1,0,12,4,0,1,0,0.272,0.111,0,0.08,,T1199,initial-access,Initial Access,S1,4,0.72,4,Logon Session: Logon Session Creation; Logon Session: Logon Session Metadata; Network Traffic: Network Traffic Content; Application Log: Application Log Content
217,T1213,5,3,4,12,4,0,0,1,0.124,0.333,0.04,0.08,,T1213,collection,Secondary Action,S2,4,0.72,2,Logon Session: Logon Session Creation; Application Log: Application Log Content
218,T1546.015,1,0,11,12,4,1,0,1,0.025,0,0.109,0.08,,T1546,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,4,Process: Process Creation; Module: Module Load; Windows Registry: Windows Registry Key Modification; Command: Command Execution
219,T1547.004,3,0,9,12,4,0,0,1,0.074,0,0.089,0.08,,T1547,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,4,Command: Command Execution; Module: Module Load; Process: Process Creation; Windows Registry: Windows Registry Key Modification
220,T1558.003,3,3,6,12,4,0,1,0,0.074,0.333,0.059,0.08,,T1558,credential-access,Secondary Intrusion,S3,4,0.72,1,Active Directory: Active Directory Credential Request
221,T1559,0,1,11,12,4,0,1,0,0,0.111,0.109,0.08,,T1559,execution,Secondary Intrusion,S3,4,0.72,4,Module: Module Load; Process: Process Creation; Script: Script Execution; Process: Process Access
222,T1021.005,4,0,7,11,4,0,1,0,0.099,0,0.069,0.073,,T1021,lateral-movement,Secondary Action,S2,4,0.72,3,Process: Process Creation; Logon Session: Logon Session Creation; Network Traffic: Network Connection Creation
223,T1055.002,2,0,9,11,4,0,1,0,0.049,0,0.089,0.073,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,3,Process: Process Access; Process: OS API Execution; Process: Process Modification
224,T1056,3,2,6,11,4,1,0,1,0.074,0.222,0.059,0.073,,T1056,"collection, credential-access",Secondary Action,S2,4,0.72,9,File: File Modification; Process: Process Creation; Module: Module Load; File: File Creation; Windows Registry: Windows Registry Key Modification; Process: Process Metadata; Command: Command Execution; Process: OS API Execution; Driver: Driver Load
225,T1098.007,7,0,4,11,4,1,0,1,0.173,0,0.04,0.073,,T1098,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,1,User Account: User Account Modification
226,T1110.001,2,0,9,11,4,0,1,0,0.049,0,0.089,0.073,,T1110,credential-access,Secondary Intrusion,S3,4,0.72,2,User Account: User Account Authentication; Application Log: Application Log Content
227,T1221,7,2,2,11,4,0,1,0,0.173,0.222,0.02,0.073,,T1221,defense-evasion,Secondary Action,S2,4,0.72,3,Network Traffic: Network Connection Creation; Process: Process Creation; Network Traffic: Network Traffic Content
228,T1222.001,2,0,9,11,4,0,1,0,0.049,0,0.089,0.073,,T1222,defense-evasion,Secondary Action,S2,4,0.72,4,Command: Command Execution; Active Directory: Active Directory Object Modification; Process: Process Creation; File: File Metadata
229,T1480.002,1,0,10,11,4,0,1,0,0.025,0,0.099,0.073,,T1480,defense-evasion,Secondary Action,S2,4,0.72,2,Process: OS API Execution; File: File Creation
230,T1484.001,3,1,7,11,4,0,1,0,0.074,0.111,0.069,0.073,,T1484,"defense-evasion, privilege-escalation",Secondary Action,S2,4,0.72,4,Command: Command Execution; Active Directory: Active Directory Object Creation; Active Directory: Active Directory Object Modification; Active Directory: Active Directory Object Deletion
231,T1491.001,3,0,8,11,4,0,1,0,0.074,0,0.079,0.073,,T1491,impact,Final Impact,S4,4,0.72,4,File: File Creation; Network Traffic: Network Traffic Content; Application Log: Application Log Content; File: File Modification
232,T1567,3,2,6,11,4,0,1,0,0.074,0.222,0.059,0.073,,T1567,exfiltration,Final Impact,S4,4,0.72,6,Network Traffic: Network Traffic Content; Network Traffic: Network Connection Creation; Command: Command Execution; Network Traffic: Network Traffic Flow; File: File Access; Application Log: Application Log Content
233,T1584.001,6,4,1,11,4,0,1,0,0.148,0.443,0.01,0.073,,T1584,resource-development,Preparation,S0,4,0.72,3,Domain Name: Passive DNS; Domain Name: Domain Registration; Domain Name: Active DNS
234,T1586.002,11,0,0,11,4,0,1,0,0.272,0,0,0.073,,T1586,resource-development,Preparation,S0,4,0.72,0,
235,T1027.004,4,0,6,10,4,1,1,0,0.099,0,0.059,0.066,,T1027,defense-evasion,Secondary Action,S2,4,0.72,4,Command: Command Execution; File: File Creation; Process: Process Creation; File: File Metadata
236,T1036.003,6,0,4,10,4,0,1,0,0.148,0,0.04,0.066,,T1036,defense-evasion,Secondary Action,S2,4,0.72,4,File: File Modification; Process: Process Metadata; Command: Command Execution; File: File Metadata
237,T1070.003,7,0,3,10,4,0,1,0,0.173,0,0.03,0.066,,T1070,defense-evasion,Secondary Action,S2,4,0.72,5,Process: Process Creation; File: File Deletion; File: File Modification; Command: Command Execution; User Account: User Account Authentication
238,T1136.002,4,2,4,10,4,0,0,1,0.099,0.222,0.04,0.066,,T1136,persistence,Secondary Action,S2,4,0.72,3,Process: Process Creation; Command: Command Execution; User Account: User Account Creation
239,T1543.002,2,1,7,10,4,0,0,1,0.049,0.111,0.069,0.066,,T1543,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,6,Command: Command Execution; File: File Modification; Service: Service Creation; Service: Service Modification; Process: Process Creation; File: File Creation
240,T1562.006,2,0,8,10,4,0,1,0,0.049,0,0.079,0.066,,T1562,defense-evasion,Secondary Action,S2,4,0.72,4,Command: Command Execution; Sensor Health: Host Status; Windows Registry: Windows Registry Key Modification; Process: Process Creation
241,T1574,0,2,8,10,4,0,0,1,0,0.222,0.079,0.066,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,4,0.72,7,Windows Registry: Windows Registry Key Modification; File: File Creation; Module: Module Load; Process: Process Creation; Service: Service Metadata; File: File Modification; Command: Command Execution
242,T1583.004,6,4,0,10,4,0,1,0,0.148,0.443,0,0.066,,T1583,resource-development,Preparation,S0,4,0.72,2,Internet Scan: Response Metadata; Internet Scan: Response Content
243,T1588.003,6,3,1,10,4,0,1,0,0.148,0.333,0.01,0.066,,T1588,resource-development,Preparation,S0,4,0.72,1,Malware Repository: Malware Metadata
244,T1656,7,2,1,10,4,0,1,0,0.173,0.222,0.01,0.066,,T1656,defense-evasion,Secondary Action,S2,4,0.72,1,Application Log: Application Log Content
245,T1657,9,0,1,10,4,0,1,0,0.222,0,0.01,0.066,,T1657,impact,Final Impact,S4,4,0.72,1,Application Log: Application Log Content
246,T1021.006,4,2,3,9,4,0,1,0,0.099,0.222,0.03,0.06,,T1021,lateral-movement,Secondary Action,S2,4,0.72,6,Process: Process Creation; Logon Session: Logon Session Creation; Network Traffic: Network Connection Creation; Command: Command Execution; Network Traffic: Network Traffic Flow; Service: Service Metadata
247,T1027.007,1,0,8,9,4,1,1,0,0.025,0,0.079,0.06,,T1027,defense-evasion,Secondary Action,S2,4,0.72,3,Module: Module Load; File: File Metadata; Process: OS API Execution
248,T1048,2,0,7,9,4,0,1,0,0.049,0,0.069,0.06,,T1048,exfiltration,Final Impact,S4,4,0.72,7,Cloud Storage: Cloud Storage Access; Network Traffic: Network Traffic Flow; Command: Command Execution; Network Traffic: Network Traffic Content; Application Log: Application Log Content; File: File Access; Network Traffic: Network Connection Creation
249,T1102.003,2,1,6,9,4,0,1,0,0.049,0.111,0.059,0.06,,T1102,command-and-control,Secondary Intrusion,S3,4,0.72,3,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
250,T1542.003,3,0,6,9,4,0,0,1,0.074,0,0.059,0.06,,T1542,"defense-evasion, persistence",Secondary Action,S2,4,0.72,3,File: File Creation; Drive: Drive Modification; File: File Modification
251,T1543.004,0,0,9,9,4,0,0,1,0,0,0.089,0.06,,T1543,"persistence, privilege-escalation",Secondary Action,S2,4,0.72,6,Process: Process Creation; File: File Creation; File: File Modification; Service: Service Modification; Command: Command Execution; Service: Service Creation
