Scenario_ID,AttackTree_ID,AttackTree_Key,Step,Step_num,Technique_ID,Technique_Name,Asset,Pi,Mi_Current,Ci,Qi_Current,Qhat_i_Current,Ri_Current,Mi_Full,Qhat_i_Full,Ri_Full,Mi_Worst,Qhat_i_Worst,Ri_Worst,Rtree_Current,Rtree_Full,Rtree_Worst,Log_Ratio,Risk_Class,Risk_B_Flag,High_Mi_Flag,High_Qhat_Flag,Formula_Check
B,29,B-029,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.000326,0.100000,0.180000,0.000071,0.900000,1.000000,0.236196,0.000326,0.000071,0.236196,0.188130,Risk C,0,0,0,0.000000
B,30,B-030,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,30,B-030,S2,2,T1484.002,Trust Modification,VDI AuthServer,0.360000,0.100000,1.500000,0.036000,0.054000,0.033534,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,0,0,0.000000
B,30,B-030,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.001811,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,30,B-030,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.000730,0.100000,0.144000,0.000057,0.900000,1.000000,0.236196,0.000730,0.000057,0.236196,0.306624,Risk C,0,1,1,0.000000
B,31,B-031,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,31,B-031,S2,2,T1484.002,Trust Modification,VDI AuthServer,0.360000,0.100000,1.500000,0.036000,0.054000,0.033534,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,0,0,0.000000
B,31,B-031,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.001811,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,31,B-031,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000183,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000183,0.000014,0.076528,0.297374,Risk C,0,1,0,0.000000
B,32,B-032,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,32,B-032,S2,2,T1484.002,Trust Modification,VDI AuthServer,0.360000,0.100000,1.500000,0.036000,0.054000,0.033534,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,0,0,0.000000
B,32,B-032,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.001811,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,32,B-032,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000183,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000183,0.000014,0.076528,0.297374,Risk C,0,1,0,0.000000
B,33,B-033,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,33,B-033,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,33,B-033,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,33,B-033,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.001499,0.100000,0.180000,0.000071,0.900000,1.000000,0.236196,0.001499,0.000071,0.236196,0.376259,Risk B,1,0,0,0.000000
B,34,B-034,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,34,B-034,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,34,B-034,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,34,B-034,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.003359,0.100000,0.144000,0.000057,0.900000,1.000000,0.236196,0.003359,0.000057,0.236196,0.489717,Risk B,1,1,1,0.000000
B,35,B-035,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,35,B-035,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,35,B-035,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,35,B-035,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,36,B-036,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,36,B-036,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,36,B-036,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,36,B-036,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,37,B-037,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,37,B-037,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,37,B-037,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,37,B-037,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.001499,0.100000,0.180000,0.000071,0.900000,1.000000,0.236196,0.001499,0.000071,0.236196,0.376259,Risk B,1,0,0,0.000000
B,38,B-038,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,38,B-038,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,38,B-038,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,38,B-038,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.003359,0.100000,0.144000,0.000057,0.900000,1.000000,0.236196,0.003359,0.000057,0.236196,0.489717,Risk B,1,1,1,0.000000
B,39,B-039,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,39,B-039,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,39,B-039,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,39,B-039,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,40,B-040,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,40,B-040,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,40,B-040,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,40,B-040,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,41,B-041,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,41,B-041,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,41,B-041,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,41,B-041,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.001499,0.100000,0.180000,0.000071,0.900000,1.000000,0.236196,0.001499,0.000071,0.236196,0.376259,Risk B,1,0,0,0.000000
B,42,B-042,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,42,B-042,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,42,B-042,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,42,B-042,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.003359,0.100000,0.144000,0.000057,0.900000,1.000000,0.236196,0.003359,0.000057,0.236196,0.489717,Risk B,1,1,1,0.000000
B,43,B-043,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,43,B-043,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,43,B-043,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,43,B-043,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,44,B-044,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,44,B-044,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,44,B-044,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,44,B-044,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,45,B-045,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,45,B-045,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,45,B-045,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,45,B-045,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.001499,0.100000,0.180000,0.000071,0.900000,1.000000,0.236196,0.001499,0.000071,0.236196,0.376259,Risk B,1,0,0,0.000000
B,46,B-046,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,46,B-046,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,46,B-046,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,46,B-046,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.003359,0.100000,0.144000,0.000057,0.900000,1.000000,0.236196,0.003359,0.000057,0.236196,0.489717,Risk B,1,1,1,0.000000
B,47,B-047,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,47,B-047,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,47,B-047,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,47,B-047,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,48,B-048,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,48,B-048,S2,2,T1578.002,Create Cloud Instance,VDI AuthServer,0.360000,0.460000,1.500000,0.165600,0.248400,0.154256,0.100000,0.054000,0.007290,0.900000,0.486000,0.486000,,,,,,0,1,0,0.000000
B,48,B-048,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.008330,0.100000,0.054000,0.000394,0.900000,0.486000,0.236196,,,,,,0,0,0,0.000000
B,48,B-048,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000840,0.100000,0.036000,0.000014,0.900000,0.324000,0.076528,0.000840,0.000014,0.076528,0.474943,Risk B,1,1,0,0.000000
B,49,B-049,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,49,B-049,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,49,B-049,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,49,B-049,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.000456,0.100000,0.180000,0.000035,0.900000,1.000000,0.118098,0.000456,0.000035,0.118098,0.315059,Risk C,0,0,0,0.000000
B,50,B-050,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,50,B-050,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,50,B-050,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,50,B-050,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.001022,0.100000,0.144000,0.000028,0.900000,1.000000,0.118098,0.001022,0.000028,0.118098,0.430156,Risk B,1,1,1,0.000000
B,51,B-051,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,51,B-051,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,51,B-051,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,51,B-051,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,52,B-052,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,52,B-052,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,52,B-052,S3,3,T1059.009,Cloud API,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,52,B-052,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,53,B-053,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,53,B-053,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,53,B-053,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,53,B-053,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.000456,0.100000,0.180000,0.000035,0.900000,1.000000,0.118098,0.000456,0.000035,0.118098,0.315059,Risk C,0,0,0,0.000000
B,54,B-054,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,54,B-054,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,54,B-054,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,54,B-054,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.001022,0.100000,0.144000,0.000028,0.900000,1.000000,0.118098,0.001022,0.000028,0.118098,0.430156,Risk B,1,1,1,0.000000
B,55,B-055,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,55,B-055,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,55,B-055,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,55,B-055,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,56,B-056,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,56,B-056,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,56,B-056,S3,3,T1484.002,Trust Modification,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,56,B-056,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,57,B-057,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,57,B-057,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,57,B-057,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,57,B-057,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.000456,0.100000,0.180000,0.000035,0.900000,1.000000,0.118098,0.000456,0.000035,0.118098,0.315059,Risk C,0,0,0,0.000000
B,58,B-058,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,58,B-058,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,58,B-058,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
